-37.0	57.6
2.0	58.0
15.8	36.2
-12.2	35.8
-40.2	35.39999999999999
-59.0	26.799999999999997
-58.6	10.6
-58.2	-5.6
-46.4	6.8000000000000025
-47.4	-11.4
-48.4	-29.6
-40.6	-37.2
-11.8	-36.4
